content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Top markotop deh pokoknya, lanjut dan tingkatkan.",5,Positif,top markotop deh pokoknya lanjut dan tingkatkan,top markotop deh pokoknya tingkatkan,"['top', 'markotop', 'deh', 'pokoknya', 'tingkatkan']",top markotop deh pokok tingkat
"Harusnya kalo ngasih limit ga usah ada batasan untuk penggunanaan, ini malah limit saya di bekukan, harusnya buat pelanggan se nyaman mungkin dong",1,Negatif,harusnya kalo ngasih limit ga usah ada batasan untuk penggunanaan ini malah limit saya di bekukan harusnya buat pelanggan se nyaman mungkin dong,kalo ngasih limit ga batasan penggunanaan limit bekukan pelanggan nyaman,"['kalo', 'ngasih', 'limit', 'ga', 'batasan', 'penggunanaan', 'limit', 'bekukan', 'pelanggan', 'nyaman']",kalo ngasih limit ga batas penggunanaan limit beku langgan nyaman
sangat mudah dan gampang saat bepergian ada aplikasi ini,5,Positif,sangat mudah dan gampang saat bepergian ada aplikasi ini,mudah gampang bepergian aplikasi,"['mudah', 'gampang', 'bepergian', 'aplikasi']",mudah gampang pergi aplikasi
"Aplikasinya apa lagi error ya, kemaren mau di gunakan kok restart terus akhirnya sebel aq hapus saja, sekarang q download lagi tapi lambat banget dan berhenti g bergerak😱",4,Positif,aplikasinya apa lagi error ya kemaren mau di gunakan kok restart terus akhirnya sebel aq hapus saja sekarang q download lagi tapi lambat banget dan berhenti g bergerak,aplikasinya error ya kemaren restart sebel aq hapus q download lambat banget berhenti g bergerak,"['aplikasinya', 'error', 'ya', 'kemaren', 'restart', 'sebel', 'aq', 'hapus', 'q', 'download', 'lambat', 'banget', 'berhenti', 'g', 'bergerak']",aplikasi error ya kemaren restart sebel aq hapus q download lambat banget henti g gerak
pelayanan oke tpi kmrn limit paylater sya naik sekrang malah diturunkan lebih rendah dari limit awal kecewa sekalian aj tidk diadakan paylater,5,Positif,pelayanan oke tpi kmrn limit paylater sya naik sekrang malah diturunkan lebih rendah dari limit awal kecewa sekalian aj tidk diadakan paylater,pelayanan oke tpi kmrn limit paylater sya sekrang diturunkan rendah limit kecewa aj tidk diadakan paylater,"['pelayanan', 'oke', 'tpi', 'kmrn', 'limit', 'paylater', 'sya', 'sekrang', 'diturunkan', 'rendah', 'limit', 'kecewa', 'aj', 'tidk', 'diadakan', 'paylater']",layan oke tpi kmrn limit paylater sya sekrang turun rendah limit kecewa aj tidk ada paylater
sebaiknya traveloka memberikan tiket/diskon bagi costomer,4,Positif,sebaiknya traveloka memberikan tiketdiskon bagi costomer,traveloka tiketdiskon costomer,"['traveloka', 'tiketdiskon', 'costomer']",traveloka tiketdiskon costomer
cepat dan akurat,5,Positif,cepat dan akurat,cepat akurat,"['cepat', 'akurat']",cepat akurat
Aplikasi ini sangat membantu utk kemudahan pesan hotel sesuai dg pilihan,5,Positif,aplikasi ini sangat membantu utk kemudahan pesan hotel sesuai dg pilihan,aplikasi membantu utk kemudahan pesan hotel sesuai dg pilihan,"['aplikasi', 'membantu', 'utk', 'kemudahan', 'pesan', 'hotel', 'sesuai', 'dg', 'pilihan']",aplikasi bantu utk mudah pesan hotel sesuai dg pilih
Sangat Membantu dan Proses cepat,5,Positif,sangat membantu dan proses cepat,membantu proses cepat,"['membantu', 'proses', 'cepat']",bantu proses cepat
"Sisa tagihan tinggal 5000 dan sudah saya bayar mulai bulan maret lalu tapi sampai skr tetap muncul tagihan kurang 5000 ditambah biaya layanan 5000, akhirnya saya bayar lagi ttapi tidak masuk di riwayat transaksi dan limit juga masih belum kembali full.",2,Negatif,sisa tagihan tinggal  dan sudah saya bayar mulai bulan maret lalu tapi sampai skr tetap muncul tagihan kurang  ditambah biaya layanan  akhirnya saya bayar lagi ttapi tidak masuk di riwayat transaksi dan limit juga masih belum kembali full,sisa tagihan tinggal bayar maret skr muncul tagihan ditambah biaya layanan bayar ttapi masuk riwayat transaksi limit full,"['sisa', 'tagihan', 'tinggal', 'bayar', 'maret', 'skr', 'muncul', 'tagihan', 'ditambah', 'biaya', 'layanan', 'bayar', 'ttapi', 'masuk', 'riwayat', 'transaksi', 'limit', 'full']",sisa tagih tinggal bayar maret skr muncul tagih tambah biaya layan bayar ttapi masuk riwayat transaksi limit full
"Terlalu banyak iklan² sisipan, masih bagus tampilan saat awal awal aplikasi ini.",1,Negatif,terlalu banyak iklan sisipan masih bagus tampilan saat awal awal aplikasi ini,iklan sisipan bagus tampilan aplikasi,"['iklan', 'sisipan', 'bagus', 'tampilan', 'aplikasi']",iklan sisip bagus tampil aplikasi
ini kenapa min apk ko abis updute gak bisa dibuka megegeggg gak bisa dipake,1,Negatif,ini kenapa min apk ko abis updute gak bisa dibuka megegeggg gak bisa dipake,min apk ko abis updute gak dibuka megegeggg gak dipake,"['min', 'apk', 'ko', 'abis', 'updute', 'gak', 'dibuka', 'megegeggg', 'gak', 'dipake']",min apk ko abis updute gak buka megegeggg gak dipake
"Aplikasi nya susah untuk dibuka, sehingga sulit untuk mencari tiket",4,Positif,aplikasi nya susah untuk dibuka sehingga sulit untuk mencari tiket,aplikasi nya susah dibuka sulit mencari tiket,"['aplikasi', 'nya', 'susah', 'dibuka', 'sulit', 'mencari', 'tiket']",aplikasi nya susah buka sulit cari tiket
cepat mudah dan murah,5,Positif,cepat mudah dan murah,cepat mudah murah,"['cepat', 'mudah', 'murah']",cepat mudah murah
"Berkali-kali saya menggunakan traveloka untuk beli tiket pesawat, hotel, dll... Walaupun mungkin sedikit lebih mahal dibanding aplikasi lain, tapi layanannya bagus, jujur, refund atau reschedule cepat... Terbaik menurut saya...",5,Positif,berkalikali saya menggunakan traveloka untuk beli tiket pesawat hotel dll walaupun mungkin sedikit lebih mahal dibanding aplikasi lain tapi layanannya bagus jujur refund atau reschedule cepat terbaik menurut saya,berkalikali traveloka beli tiket pesawat hotel dll mahal dibanding aplikasi layanannya bagus jujur refund reschedule cepat terbaik,"['berkalikali', 'traveloka', 'beli', 'tiket', 'pesawat', 'hotel', 'dll', 'mahal', 'dibanding', 'aplikasi', 'layanannya', 'bagus', 'jujur', 'refund', 'reschedule', 'cepat', 'terbaik']",berkalikali traveloka beli tiket pesawat hotel dll mahal banding aplikasi layan bagus jujur refund reschedule cepat baik
pake traveloka lbh cepat dan mudah,5,Positif,pake traveloka lbh cepat dan mudah,pake traveloka lbh cepat mudah,"['pake', 'traveloka', 'lbh', 'cepat', 'mudah']",pake traveloka lbh cepat mudah
"Saya sangt kecewa berat degan Traveloka,kmrin beli tiket Papua Lampung,mmng LBH murah tp 2 pesawat,lion dn Citilink,ya Allah kejam na orang maskapai jg,yah Giman mu keburu, terminal bejuhan,kirain 5 jam it benar tepat,ternyta cek in d Citilink Jakarta wkatu 1 jam,mana jauh menuju terminal eh tiba malah Sdh tutup..mana uang pas""n akhrna naik Trevel ke lampung.malah tambah mahal... terimakasih Traveloka Sdh menyiksa sy",1,Negatif,saya sangt kecewa berat degan travelokakmrin beli tiket papua lampungmmng lbh murah tp  pesawatlion dn citilinkya allah kejam na orang maskapai jgyah giman mu keburu terminal bejuhankirain  jam it benar tepatternyta cek in d citilink jakarta wkatu  jammana jauh menuju terminal eh tiba malah sdh tutupmana uang pasn akhrna naik trevel ke lampungmalah tambah mahal terimakasih traveloka sdh menyiksa sy,sangt kecewa berat degan travelokakmrin beli tiket papua lampungmmng lbh murah tp pesawatlion dn citilinkya allah kejam na orang maskapai jgyah giman mu keburu terminal bejuhankirain jam it tepatternyta cek in d citilink jakarta wkatu jammana terminal eh sdh tutupmana uang pasn akhrna trevel lampungmalah mahal terimakasih traveloka sdh menyiksa sy,"['sangt', 'kecewa', 'berat', 'degan', 'travelokakmrin', 'beli', 'tiket', 'papua', 'lampungmmng', 'lbh', 'murah', 'tp', 'pesawatlion', 'dn', 'citilinkya', 'allah', 'kejam', 'na', 'orang', 'maskapai', 'jgyah', 'giman', 'mu', 'keburu', 'terminal', 'bejuhankirain', 'jam', 'it', 'tepatternyta', 'cek', 'in', 'd', 'citilink', 'jakarta', 'wkatu', 'jammana', 'terminal', 'eh', 'sdh', 'tutupmana', 'uang', 'pasn', 'akhrna', 'trevel', 'lampungmalah', 'mahal', 'terimakasih', 'traveloka', 'sdh', 'menyiksa', 'sy']",sangt kecewa berat degan travelokakmrin beli tiket papua lampungmmng lbh murah tp pesawatlion dn citilinkya allah kejam na orang maskapai jgyah gim mu keburu terminal bejuhankirain jam it tepatternyta cek in d citilink jakarta wkatu jammana terminal eh sdh tutupmana uang pasn akhrna trevel lampungmalah mahal terimakasih traveloka sdh siksa sy
"Bikin sakit kepala. Terlalu banyak iklan dan promo yang di ulang2 diberanda. Bikin sakit kepala saja, yang mau di cari malah informasinya kurang memadai.",1,Negatif,bikin sakit kepala terlalu banyak iklan dan promo yang di ulang diberanda bikin sakit kepala saja yang mau di cari malah informasinya kurang memadai,bikin sakit kepala iklan promo ulang diberanda bikin sakit kepala cari informasinya memadai,"['bikin', 'sakit', 'kepala', 'iklan', 'promo', 'ulang', 'diberanda', 'bikin', 'sakit', 'kepala', 'cari', 'informasinya', 'memadai']",bikin sakit kepala iklan promo ulang beranda bikin sakit kepala cari informasi pada
"Oke sih apknya untuk booking, tp gunanya ada fitur paylater buat apa saat butuh daftarnya susah banget, pakai akun sendiri tidak disetujui, pakai akun anak juga sama, alasannya pun ga logis, banyak fitur tp tidak berguna, bukannya mempermudah justru menyulitkan. Tolong ya diperbaiki, maaf saya beri rating 1.",1,Negatif,oke sih apknya untuk booking tp gunanya ada fitur paylater buat apa saat butuh daftarnya susah banget pakai akun sendiri tidak disetujui pakai akun anak juga sama alasannya pun ga logis banyak fitur tp tidak berguna bukannya mempermudah justru menyulitkan tolong ya diperbaiki maaf saya beri rating ,oke sih apknya booking tp gunanya fitur paylater butuh daftarnya susah banget pakai akun disetujui pakai akun anak alasannya ga logis fitur tp berguna mempermudah menyulitkan tolong ya diperbaiki maaf rating,"['oke', 'sih', 'apknya', 'booking', 'tp', 'gunanya', 'fitur', 'paylater', 'butuh', 'daftarnya', 'susah', 'banget', 'pakai', 'akun', 'disetujui', 'pakai', 'akun', 'anak', 'alasannya', 'ga', 'logis', 'fitur', 'tp', 'berguna', 'mempermudah', 'menyulitkan', 'tolong', 'ya', 'diperbaiki', 'maaf', 'rating']",oke sih apknya booking tp guna fitur paylater butuh daftar susah banget pakai akun tuju pakai akun anak alas ga logis fitur tp guna mudah sulit tolong ya baik maaf rating
Aplikasi ternama dengan customer service yang buruk!,1,Negatif,aplikasi ternama dengan customer service yang buruk,aplikasi ternama customer service buruk,"['aplikasi', 'ternama', 'customer', 'service', 'buruk']",aplikasi nama customer service buruk
Di aplikasi lain tiket masih tersedia. Disini selalu sdh kosong. Padahal saya pengguna lama,2,Negatif,di aplikasi lain tiket masih tersedia disini selalu sdh kosong padahal saya pengguna lama,aplikasi tiket tersedia sdh kosong pengguna,"['aplikasi', 'tiket', 'tersedia', 'sdh', 'kosong', 'pengguna']",aplikasi tiket sedia sdh kosong guna
"mohon bantuannya untuk traveloka, kami mau melakukan pembayaran paylater tapi kenapa tidak bisa melakukan pembayarannya ya? padahal setiap hari sudah di coba tapi tidak bisa dan setiap membuka untuk metode pembayaran selalu kembali ke beranda? untuk jaringan yg kita punya itu kuat dan sekarang akun traveloka saya logout sendiri, apakah bisa melakukan pembayaran paylater traveloka melalui email? mohon bantuannya untuk kami melakukan pembayaran melalui email, terimakasih.",4,Positif,mohon bantuannya untuk traveloka kami mau melakukan pembayaran paylater tapi kenapa tidak bisa melakukan pembayarannya ya padahal setiap hari sudah di coba tapi tidak bisa dan setiap membuka untuk metode pembayaran selalu kembali ke beranda untuk jaringan yg kita punya itu kuat dan sekarang akun traveloka saya logout sendiri apakah bisa melakukan pembayaran paylater traveloka melalui email mohon bantuannya untuk kami melakukan pembayaran melalui email terimakasih,mohon bantuannya traveloka pembayaran paylater pembayarannya ya coba membuka metode pembayaran beranda jaringan yg kuat akun traveloka logout pembayaran paylater traveloka email mohon bantuannya pembayaran email terimakasih,"['mohon', 'bantuannya', 'traveloka', 'pembayaran', 'paylater', 'pembayarannya', 'ya', 'coba', 'membuka', 'metode', 'pembayaran', 'beranda', 'jaringan', 'yg', 'kuat', 'akun', 'traveloka', 'logout', 'pembayaran', 'paylater', 'traveloka', 'email', 'mohon', 'bantuannya', 'pembayaran', 'email', 'terimakasih']",mohon bantu traveloka bayar paylater bayar ya coba buka metode bayar beranda jaring yg kuat akun traveloka logout bayar paylater traveloka email mohon bantu bayar email terimakasih
proses nya cepat dan layanan nya baik,5,Positif,proses nya cepat dan layanan nya baik,proses nya cepat layanan nya,"['proses', 'nya', 'cepat', 'layanan', 'nya']",proses nya cepat layan nya
"Saya sangat kecewa dgn pelayanan traveloka, kendala refund sampai saat ini masih dalam proses aproval,riwayat refund saya pun masih kosong sudah 14hr sesuai ketentua...malah di tambah 7x24 jam lagi, ckckckckck...",1,Negatif,saya sangat kecewa dgn pelayanan traveloka kendala refund sampai saat ini masih dalam proses aprovalriwayat refund saya pun masih kosong sudah hr sesuai ketentuamalah di tambah x jam lagi ckckckckck,kecewa dgn pelayanan traveloka kendala refund proses aprovalriwayat refund kosong hr sesuai ketentuamalah x jam ckckckckck,"['kecewa', 'dgn', 'pelayanan', 'traveloka', 'kendala', 'refund', 'proses', 'aprovalriwayat', 'refund', 'kosong', 'hr', 'sesuai', 'ketentuamalah', 'x', 'jam', 'ckckckckck']",kecewa dgn layan traveloka kendala refund proses aprovalriwayat refund kosong hr sesuai ketentuamalah x jam ckckckckck
"ga pernah gagal cari hotel,tiket pesawat, tiket kereta pakai aplikasi ini....top",5,Positif,ga pernah gagal cari hoteltiket pesawat tiket kereta pakai aplikasi initop,ga gagal cari hoteltiket pesawat tiket kereta pakai aplikasi initop,"['ga', 'gagal', 'cari', 'hoteltiket', 'pesawat', 'tiket', 'kereta', 'pakai', 'aplikasi', 'initop']",ga gagal cari hoteltiket pesawat tiket kereta pakai aplikasi initop
"mantap, cuma mau daftar paylaternya ribet",5,Positif,mantap cuma mau daftar paylaternya ribet,mantap daftar paylaternya ribet,"['mantap', 'daftar', 'paylaternya', 'ribet']",mantap daftar paylaternya ribet
terima kasih traveloka mempermudah perjalanan saya,5,Positif,terima kasih traveloka mempermudah perjalanan saya,terima kasih traveloka mempermudah perjalanan,"['terima', 'kasih', 'traveloka', 'mempermudah', 'perjalanan']",terima kasih traveloka mudah jalan
bermacam-macam fiturnya dapat untuk membayar segala tagihan dan untuk perjalanan dan lain-lain saya sangat puas,5,Positif,bermacammacam fiturnya dapat untuk membayar segala tagihan dan untuk perjalanan dan lainlain saya sangat puas,bermacammacam fiturnya membayar tagihan perjalanan lainlain puas,"['bermacammacam', 'fiturnya', 'membayar', 'tagihan', 'perjalanan', 'lainlain', 'puas']",bermacammacam fiturnya bayar tagih jalan lainlain puas
cepat dan simple mempermudah pekerjaan terima kasih,5,Positif,cepat dan simple mempermudah pekerjaan terima kasih,cepat simple mempermudah pekerjaan terima kasih,"['cepat', 'simple', 'mempermudah', 'pekerjaan', 'terima', 'kasih']",cepat simple mudah kerja terima kasih
"cepat ga ribet,semoga selalu melayani dengan sangat baik...",4,Positif,cepat ga ribetsemoga selalu melayani dengan sangat baik,cepat ga ribetsemoga melayani,"['cepat', 'ga', 'ribetsemoga', 'melayani']",cepat ga ribetsemoga layan
terkadang harga lebih mahal drpd sebelah.. jgn lupa bandingkan sebelum pesan,1,Negatif,terkadang harga lebih mahal drpd sebelah jgn lupa bandingkan sebelum pesan,terkadang harga mahal drpd sebelah jgn lupa bandingkan pesan,"['terkadang', 'harga', 'mahal', 'drpd', 'sebelah', 'jgn', 'lupa', 'bandingkan', 'pesan']",terkadang harga mahal drpd belah jgn lupa banding pesan
Kenapa aplikasi Traveloka sekarang sering sekali lemottt???utk cek tiket sja susah TDK bsa connect,2,Negatif,kenapa aplikasi traveloka sekarang sering sekali lemotttutk cek tiket sja susah tdk bsa connect,aplikasi traveloka lemotttutk cek tiket sja susah tdk bsa connect,"['aplikasi', 'traveloka', 'lemotttutk', 'cek', 'tiket', 'sja', 'susah', 'tdk', 'bsa', 'connect']",aplikasi traveloka lemotttutk cek tiket sja susah tdk bsa connect
Kecewa sm traveloka..masa cek hotel beda tanggal selalu status kamar tidak tersedia. Tapi kalau pakai akun lain kamar tersedia.. payah nih..mending pesen voucher hotel di aku.. haha,2,Negatif,kecewa sm travelokamasa cek hotel beda tanggal selalu status kamar tidak tersedia tapi kalau pakai akun lain kamar tersedia payah nihmending pesen voucher hotel di aku haha,kecewa sm travelokamasa cek hotel beda tanggal status kamar tersedia pakai akun kamar tersedia payah nihmending pesen voucher hotel haha,"['kecewa', 'sm', 'travelokamasa', 'cek', 'hotel', 'beda', 'tanggal', 'status', 'kamar', 'tersedia', 'pakai', 'akun', 'kamar', 'tersedia', 'payah', 'nihmending', 'pesen', 'voucher', 'hotel', 'haha']",kecewa sm travelokamasa cek hotel beda tanggal status kamar sedia pakai akun kamar sedia payah nihmending sen voucher hotel haha
Alhamdulillah selalu pakai Traveloka utk pesan penginapan,4,Positif,alhamdulillah selalu pakai traveloka utk pesan penginapan,alhamdulillah pakai traveloka utk pesan penginapan,"['alhamdulillah', 'pakai', 'traveloka', 'utk', 'pesan', 'penginapan']",alhamdulillah pakai traveloka utk pesan inap
Luar biasa cara kerjanya cepat,5,Positif,luar biasa cara kerjanya cepat,kerjanya cepat,"['kerjanya', 'cepat']",kerja cepat
paling murah dan sering ada promo🙏😁,5,Positif,paling murah dan sering ada promo,murah promo,"['murah', 'promo']",murah promo
halaman awal selalu terjadi masalah,1,Negatif,halaman awal selalu terjadi masalah,halaman,['halaman'],halaman
Traveloka kenapa sih sekian tahun pakai ok aja tetiba sekarang aplikasi bukan hanya lelet bahkan ga bisa di pakai. Bukan soal sayang point tapi susah dipakai saat dibutuhkan.,4,Positif,traveloka kenapa sih sekian tahun pakai ok aja tetiba sekarang aplikasi bukan hanya lelet bahkan ga bisa di pakai bukan soal sayang point tapi susah dipakai saat dibutuhkan,traveloka sih sekian pakai ok aja tetiba aplikasi lelet ga pakai sayang point susah dipakai dibutuhkan,"['traveloka', 'sih', 'sekian', 'pakai', 'ok', 'aja', 'tetiba', 'aplikasi', 'lelet', 'ga', 'pakai', 'sayang', 'point', 'susah', 'dipakai', 'dibutuhkan']",traveloka sih sekian pakai ok aja tetiba aplikasi lelet ga pakai sayang point susah pakai butuh
"TRAVELOKA sudah beberapa kali gak bisa dipercaya. Sudah capek beli tiket di TRAVELOKA. Menghabiskan waktu saja. Mulai dari ketidakmampuan memberikan e tiket padahal sudah dibayar sampe molor sehari lebih, sampe janji bisa reschedule ternyata ruwet molor bertele2. Urusan jadi ribet pake TRAVELOKA. Mending beli langsung di maskapai nya atau pihak kereta api nya langsung.",1,Negatif,traveloka sudah beberapa kali gak bisa dipercaya sudah capek beli tiket di traveloka menghabiskan waktu saja mulai dari ketidakmampuan memberikan e tiket padahal sudah dibayar sampe molor sehari lebih sampe janji bisa reschedule ternyata ruwet molor bertele urusan jadi ribet pake traveloka mending beli langsung di maskapai nya atau pihak kereta api nya langsung,traveloka kali gak dipercaya capek beli tiket traveloka menghabiskan ketidakmampuan e tiket dibayar sampe molor sehari sampe janji reschedule ruwet molor bertele urusan ribet pake traveloka mending beli langsung maskapai nya kereta api nya langsung,"['traveloka', 'kali', 'gak', 'dipercaya', 'capek', 'beli', 'tiket', 'traveloka', 'menghabiskan', 'ketidakmampuan', 'e', 'tiket', 'dibayar', 'sampe', 'molor', 'sehari', 'sampe', 'janji', 'reschedule', 'ruwet', 'molor', 'bertele', 'urusan', 'ribet', 'pake', 'traveloka', 'mending', 'beli', 'langsung', 'maskapai', 'nya', 'kereta', 'api', 'nya', 'langsung']",traveloka kali gak percaya capek beli tiket traveloka habis ketidakmampuan e tiket bayar sampe molor hari sampe janji reschedule ruwet molor tele urus ribet pake traveloka mending beli langsung maskapai nya kereta api nya langsung
Traveloka kalau minta reschedule biaya tambahannya banyak bgt.,1,Negatif,traveloka kalau minta reschedule biaya tambahannya banyak bgt,traveloka reschedule biaya tambahannya bgt,"['traveloka', 'reschedule', 'biaya', 'tambahannya', 'bgt']",traveloka reschedule biaya tambah bgt
senang dan nyaman pakai traveloka,5,Positif,senang dan nyaman pakai traveloka,senang nyaman pakai traveloka,"['senang', 'nyaman', 'pakai', 'traveloka']",senang nyaman pakai traveloka
"cukup mempermudah proses pembelian tiket secara online saat kita sibuk bekerja dan tidak bisa memesan langsung ke stasiun/bandara.. selain itu juga mempermudah orang untuk melihat jadwal keberangkatan, promo menarik, dan tiket yang tersedia secara online..",5,Positif,cukup mempermudah proses pembelian tiket secara online saat kita sibuk bekerja dan tidak bisa memesan langsung ke stasiunbandara selain itu juga mempermudah orang untuk melihat jadwal keberangkatan promo menarik dan tiket yang tersedia secara online,mempermudah proses pembelian tiket online sibuk memesan langsung stasiunbandara mempermudah orang jadwal keberangkatan promo menarik tiket tersedia online,"['mempermudah', 'proses', 'pembelian', 'tiket', 'online', 'sibuk', 'memesan', 'langsung', 'stasiunbandara', 'mempermudah', 'orang', 'jadwal', 'keberangkatan', 'promo', 'menarik', 'tiket', 'tersedia', 'online']",mudah proses beli tiket online sibuk mes langsung stasiunbandara mudah orang jadwal berangkat promo tarik tiket sedia online
sangat gampang via Traveloka beli tiket pesawat,5,Positif,sangat gampang via traveloka beli tiket pesawat,gampang via traveloka beli tiket pesawat,"['gampang', 'via', 'traveloka', 'beli', 'tiket', 'pesawat']",gampang via traveloka beli tiket pesawat
"Keren nich Traveloka, metode pembayaran banyak opsi.. Ga nyangka kartu Debet pun bisa ternyata..",5,Positif,keren nich traveloka metode pembayaran banyak opsi ga nyangka kartu debet pun bisa ternyata,keren nich traveloka metode pembayaran opsi ga nyangka kartu debet,"['keren', 'nich', 'traveloka', 'metode', 'pembayaran', 'opsi', 'ga', 'nyangka', 'kartu', 'debet']",keren nich traveloka metode bayar opsi ga nyangka kartu debet
pilihan nomer seat tidak bisa dilakukan,4,Positif,pilihan nomer seat tidak bisa dilakukan,pilihan nomer seat,"['pilihan', 'nomer', 'seat']",pilih nomer seat
sangat membantu saya dalam pemesanan tiket pesawat dan hotel... bisa pilih-pilih sesuai dengan kondisi dan keuangan...,5,Positif,sangat membantu saya dalam pemesanan tiket pesawat dan hotel bisa pilihpilih sesuai dengan kondisi dan keuangan,membantu pemesanan tiket pesawat hotel pilihpilih sesuai kondisi keuangan,"['membantu', 'pemesanan', 'tiket', 'pesawat', 'hotel', 'pilihpilih', 'sesuai', 'kondisi', 'keuangan']",bantu mesan tiket pesawat hotel pilihpilih sesuai kondisi uang
Sangat membantu dan mudah dipakai,5,Positif,sangat membantu dan mudah dipakai,membantu mudah dipakai,"['membantu', 'mudah', 'dipakai']",bantu mudah pakai
Baik dan lancar sangat membantu,5,Positif,baik dan lancar sangat membantu,lancar membantu,"['lancar', 'membantu']",lancar bantu
sangat membantu paylater nya. mudah²an dapet lima gede 😁. makasih Traveloka 🙏🏻,5,Positif,sangat membantu paylater nya mudahan dapet lima gede  makasih traveloka ,membantu paylater nya mudahan dapet gede makasih traveloka,"['membantu', 'paylater', 'nya', 'mudahan', 'dapet', 'gede', 'makasih', 'traveloka']",bantu paylater nya mudah dapet gede makasih traveloka
Ini gmna si udah di tranfer dari atm ke uangku tapi malah ga masuk masuk saldo mana udh set jam lebih,1,Negatif,ini gmna si udah di tranfer dari atm ke uangku tapi malah ga masuk masuk saldo mana udh set jam lebih,gmna si udah tranfer atm uangku ga masuk masuk saldo udh set jam,"['gmna', 'si', 'udah', 'tranfer', 'atm', 'uangku', 'ga', 'masuk', 'masuk', 'saldo', 'udh', 'set', 'jam']",gmna si udah tranfer atm uang ga masuk masuk saldo udh set jam
"Mudah , cepat dan praktis",5,Positif,mudah  cepat dan praktis,mudah cepat praktis,"['mudah', 'cepat', 'praktis']",mudah cepat praktis
"Traveloka makin tidak jelas limit saya jadi berkurang dan aplikasi jadi lemot kecewa berat pelanggan. Saya sudah Update ke Versi terbaru Traveloka dan kendala keterlambatan pembayaran tagihan tidak pernah,kok bisa di turunkan limit nya??????????",1,Negatif,traveloka makin tidak jelas limit saya jadi berkurang dan aplikasi jadi lemot kecewa berat pelanggan saya sudah update ke versi terbaru traveloka dan kendala keterlambatan pembayaran tagihan tidak pernahkok bisa di turunkan limit nya,traveloka limit berkurang aplikasi lemot kecewa berat pelanggan update versi terbaru traveloka kendala keterlambatan pembayaran tagihan pernahkok turunkan limit nya,"['traveloka', 'limit', 'berkurang', 'aplikasi', 'lemot', 'kecewa', 'berat', 'pelanggan', 'update', 'versi', 'terbaru', 'traveloka', 'kendala', 'keterlambatan', 'pembayaran', 'tagihan', 'pernahkok', 'turunkan', 'limit', 'nya']",traveloka limit kurang aplikasi lot kecewa berat langgan update versi baru traveloka kendala lambat bayar tagih pernahkok turun limit nya
cepat mudah dan terpercaya. good job traveloka,5,Positif,cepat mudah dan terpercaya good job traveloka,cepat mudah terpercaya good job traveloka,"['cepat', 'mudah', 'terpercaya', 'good', 'job', 'traveloka']",cepat mudah percaya good job traveloka
Traveloka memang mantap betul..,5,Positif,traveloka memang mantap betul,traveloka mantap,"['traveloka', 'mantap']",traveloka mantap
"Pembayaran paylater lewat bri,perbaikan nya lama sekali",2,Negatif,pembayaran paylater lewat briperbaikan nya lama sekali,pembayaran paylater briperbaikan nya,"['pembayaran', 'paylater', 'briperbaikan', 'nya']",bayar paylater briperbaikan nya
"mudah dan cepat, begitu transfer langsung dikirim etiket by email",5,Positif,mudah dan cepat begitu transfer langsung dikirim etiket by email,mudah cepat transfer langsung dikirim etiket by email,"['mudah', 'cepat', 'transfer', 'langsung', 'dikirim', 'etiket', 'by', 'email']",mudah cepat transfer langsung kirim etiket by email
